content,news ID,time,title,url,﻿news ID
高雄市錢櫃KTV，清晨傳出包廂打群架事件，兩間不同包廂的客人，因口角爭執後，其中一方三人居然衝入對方包廂要打人，結果演變雙方打群架，沒想到警方到場後，雙方氣焰仍然壓制不了，警局又出動快打部隊到場協助，雙方才逐漸冷靜下來，其中一男頭部流血，警方讓其自行就醫，事後將另一方相關當事人帶回進行調查，全案警方釐清中。(侯昌騰／高雄報導) ,,2017/7/12 6:14,不爽衝包廂開打　KTV混戰雙方掛彩,http://www.appledaily.com.tw/realtimenews/article/local/20170712/1159165/不爽衝包廂開打　KTV混戰雙方掛彩,apl201707120614000
高雄市一名男子，凌晨騎車前往河北二路一棟大樓前，因將車騎上騎樓，且用車燈照著坐在一旁聊天的幾名女子，女子們認為該男是故意挑釁，雙方爆發口角後，該名42歲男子居然憤而持安全帽，不斷攻擊其中一名62歲女子，被打女子不甘被欺負，負傷搶過安全帽後，伺機朝男子反擊，一旁姊妹們也紛紛上前教訓該男，原本氣焰囂張的男子不敵眾人狂歐，倒地後開口求饒，警方獲報到場處理，發現男子滿臉鮮血，立即請救護車先將雙方送醫治療，是否提出告訴，將由警方後續調查中。(侯昌騰／高雄報導),,2017/7/12 5:15,中年男攻擊年邁女　原因與結果都很瞎,http://www.appledaily.com.tw/realtimenews/article/local/20170712/1159155/中年男攻擊年邁女　原因與結果都很瞎,apl201707120515000
俄羅斯計畫驅逐約30名美國外交人員，並查封數處美在俄財產。 俄媒報導指出，考慮驅逐美外交人員是由於美國不歸還2016年12月查封的俄國使館財產。俄羅斯總統普丁與美國總統川普首次會晤後，該問題依然沒有解決，兩國領導人在G20峰會場邊會談時提到了外交財產問題，但美方未提出任何解決該問題的計畫。俄羅斯考慮以牙還牙，驅逐約30名美駐俄外交官，並對美在俄財產實施制裁。莫斯科指出，俄方不想採取這樣的措施，但面對華盛頓的敵對行為，不可能不作任何回應。 　　2016年12月歐巴馬政府以俄羅斯干預大選和對美國大使施壓為由，驅逐俄羅斯35名外交人員，並查封俄國兩處外交建物，一為俄羅斯常駐紐約代表處，另一處為俄羅斯駐華盛頓大使館的郊區房屋，均為俄羅斯的外交財產。（國際中心／綜合外電報導） 　推薦報導：俄女律師　反控小唐納主動找上門,,2017/7/12 2:40,反美制裁　俄擬驅逐30名美外交人員,http://www.appledaily.com.tw/realtimenews/article/international/20170712/1159152/反美制裁　俄擬驅逐30名美外交人員,apl201707120240000
（中央社記者曾依璇巴黎11日專電）巴黎將如願主辦奧林匹克運動會，只是還不確定會在2024年或2028年。法國政府和巴黎都對主辦這項盛事興致勃勃，但過去經驗顯示，奧運很容易造成財務負擔。國際奧林匹克委員會（IOC）今天一致同意把2024年和2028年奧運主辦權交給巴黎和洛杉磯，但並未決定由哪個城市主辦哪一屆奧運，要等到9月在秘魯利馬（Lima）召開的大會才能得到最後確定。但這至少意味巴黎將如願主辦奧運，不是在2024年就是在2028年。巴黎曾於1900年、1924年主辦奧運，若成功取得2024年主辦權，將是睽違百年後的盛會，巴黎市府團隊和法國政府都興致勃勃。巴黎申奧團隊宣稱，巴黎已有大多數現成的體育場館，或早已編列興建預算，因此不會為了奧運而增加太多額外支出。主辦奧運將讓一個城市在一個夏天的時間裡成為全球焦點，也會帶來人潮和消費，但未必能創造實質經濟效益，甚至可能負債。例如1976年蒙特婁奧運造成的債務要長達30年才還清；2004年的雅典奧運開銷從預估的46億歐元（約52.6億美元）暴增到130億歐元，不僅負擔沈重，還留下一堆蚊子館。財務負擔和經濟效益不一定能如預期，讓許多城市陸續放棄申辦奧運，例如漢堡、羅馬、布達佩斯和波士頓原本都有意申辦2024年奧運，但礙於人民反對和擔心財務，相繼退出，只剩巴黎和洛杉磯競爭。根據巴黎申奧資料，估計主辦2024年奧運的總經費約66億歐元，並期望創造50億到110億歐元的經濟效益。國際奧會今年2月的民調顯示，有63%法國人支持申奧。但費加洛報（Le Figaro）今天執行的線上民調呈現相反趨勢，約65%的法國人不希望巴黎主辦奧運。一名反對者表示，「奧運只會帶來財政黑洞和環境髒亂」；還有人提醒，「不要忘了雅典的下場」。1060712,,2017/7/12 2:18,巴黎主辦奧運興致勃勃  慎防財務負擔,http://www.cna.com.tw/news/aspt/201707120010-1.aspx,cna201707120218000
國際奧林匹克委員會（IOC）今天一致同意把2024年和2028年奧運主辦權交給巴黎和洛杉磯，但並未決定由哪個城市主辦哪一屆奧運，要等到9月在秘魯利馬（Lima）召開的大會才能得到最後確定。但這至少意味巴黎將如願主辦奧運，不是在2024年就是在2028年。巴黎曾於1900年、1924年主辦奧運，若成功取得2024年主辦權，將是睽違百年後的盛會，巴黎市府團隊和法國政府都興致勃勃。巴黎申奧團隊宣稱，巴黎已有大多數現成的體育場館，或早已編列興建預算，因此不會為了奧運而增加太多額外支出。主辦奧運將讓一個城市在一個夏天的時間裡成為全球焦點，也會帶來人潮和消費，但未必能創造實質經濟效益，甚至可能負債。例如1976年蒙特婁奧運造成的債務要長達30年才還清；2004年的雅典奧運開銷從預估的46億歐元（約52.6億美元）暴增到130億歐元，不僅負擔沈重，還留下一堆蚊子館。財務負擔和經濟效益不一定能如預期，讓許多城市陸續放棄申辦奧運，例如漢堡、羅馬、布達佩斯和波士頓原本都有意申辦2024年奧運，但礙於人民反對和擔心財務，相繼退出，只剩巴黎和洛杉磯競爭。根據巴黎申奧資料，估計主辦2024年奧運的總經費約66億歐元，並期望創造50億到110億歐元的經濟效益。國際奧會今年2月的民調顯示，有63%法國人支持申奧。但費加洛報（Le Figaro）今天執行的線上民調呈現相反趨勢，約65%的法國人不希望巴黎主辦奧運。一名反對者表示，「奧運只會帶來財政黑洞和環境髒亂」；還有人提醒，「不要忘了雅典的下場」。國際奧林匹克委員會（IOC）今天一致同意把2024年和2028年奧運主辦權交給巴黎和洛杉磯，但並未決定由哪個城市主辦哪一屆奧運，要等到9月在秘魯利馬（Lima）召開的大會才能得到最後確定。但這至少意味巴黎將如願主辦奧運，不是在2024年就是在2028年。巴黎曾於1900年、1924年主辦奧運，若成功取得2024年主辦權，將是睽違百年後的盛會，巴黎市府團隊和法國政府都興致勃勃。巴黎申奧團隊宣稱，巴黎已有大多數現成的體育場館，或早已編列興建預算，因此不會為了奧運而增加太多額外支出。主辦奧運將讓一個城市在一個夏天的時間裡成為全球焦點，也會帶來人潮和消費，但未必能創造實質經濟效益，甚至可能負債。例如1976年蒙特婁奧運造成的債務要長達30年才還清；2004年的雅典奧運開銷從預估的46億歐元（約52.6億美元）暴增到130億歐元，不僅負擔沈重，還留下一堆蚊子館。財務負擔和經濟效益不一定能如預期，讓許多城市陸續放棄申辦奧運，例如漢堡、羅馬、布達佩斯和波士頓原本都有意申辦2024年奧運，但礙於人民反對和擔心財務，相繼退出，只剩巴黎和洛杉磯競爭。根據巴黎申奧資料，估計主辦2024年奧運的總經費約66億歐元，並期望創造50億到110億歐元的經濟效益。國際奧會今年2月的民調顯示，有63%法國人支持申奧。但費加洛報（Le Figaro）今天執行的線上民調呈現相反趨勢，約65%的法國人不希望巴黎主辦奧運。一名反對者表示，「奧運只會帶來財政黑洞和環境髒亂」；還有人提醒，「不要忘了雅典的下場」。,,2017/7/12 2:30,巴黎主辦奧運興致勃勃 慎防財務負擔,https://udn.com/news/story/7005/2578178?from=udn-ch1_breaknews-1-99-news,udn201707120230000
國際奧委會11日決定2024和2028年夏季奧運會的主辦城市將同時產生，洛杉磯和巴黎誰先舉辦，將於9月揭曉。 洛杉磯、巴黎和國際奧委會將進行談判，尋求敲定三方協議，決定哪個城市先舉辦奧運會，意味原定於9月13日在秘魯利馬舉行的投票前，兩屆奧運會的舉辦城市就有定案。11日投票結束後，洛杉磯市長加爾塞特和巴黎市長伊達爾戈登上主席台，國際奧委會主席巴赫站在中間高舉起兩人的手表示慶祝。 這個結果被視為巴赫的勝利。他今年初最早提出兩屆奧運同選建議時，遭到很多國際奧委會委員的反對。上個月，國際奧委會執委會開會，首先通過雙選的提議，然後決定11日召開臨時全體大會，投票決定執委會的決議。 巴赫說，這樣的決定，保證未來11年奧林匹克運動的穩定。兩市市長都形容決定歷史性，比喻為雙冠軍，加爾塞特說：「奧運會歷史上共產生過37次並列冠軍，我們這是第38次。」 兩位市長都不願透露是否願意成為2028年奧運會主辦城市。不過從多方面的跡象來看，巴黎舉辦2024年奧運會的可能性最大，因為這一年正好是他們舉辦1924年奧運會100週周年。不過，法國《費加羅報》11日進行的網上民調顯示，約65%的法國人不希望巴黎主辦奧運。一名反對者表示，「奧運只會帶來財政黑洞和髒亂環境」，還有人提醒「不要忘了雅典的下場」。 主辦奧運將讓一個城市成為全球焦點，也會帶來人潮和消費，但未必能創造實質經濟效益，甚至可能負債。1976年蒙特利爾奧運造成的債務要長達30年才還清。2004年的雅典奧運開支從預估的46億歐元暴增到130億歐元，不僅負擔沉重，還留下一堆空置場館。 財務負擔和經濟效益不一定能如預期，讓許多城市陸續放棄申辦奧運，例如漢堡、羅馬、布達佩斯和波士頓原本都有意申辦2024年奧運，但礙於大眾反對和擔心財政，都相繼退出，只剩巴黎和洛杉磯競爭。（國際中心／綜合外電報導）,,2017/7/12 4:29,巴黎洛杉磯同入選辦奧運　誰先辦9月決定,http://www.appledaily.com.tw/realtimenews/article/international/20170712/1159160/巴黎洛杉磯同入選辦奧運　誰先辦9月決定,apl201707120429000
IOC（International Olympic Committee，國際奧林匹克委員會）周二決定2024年和2028年夏季奧運會的主辦城市將同時產生，洛杉磯和巴黎誰先舉辦，將於9月揭曉。IOC全體成員周二全體投票通過，將與洛杉磯、巴黎進行談判，尋求敲定「三方協議」。預定於9月13日在秘魯利馬舉行的投票，將只會票選2024年的夏季奧運會主辦城市，另一城市則成為2028年的夏季奧運會主辦城市。周二的投票結束後，洛杉磯市長（Eric Garcetti）和巴黎市長伊達戈（Anne Hidalgo）登上主席台，IOC主席巴赫站在中間高舉起兩人的手表示慶祝。這個結果被視為巴赫的勝利。他今年初最早提出這個建議時，遭到了很多國際奧委會委員的反對。IOC執委會上個月開會時，首先通過了雙選的提議，然後決定周二召開臨時全體大會，投票決定執委會的決議。巴赫說，這樣的決定，確保了未來11年奧林匹克運動的穩定。兩市市長都形容決定歷史性，比喻為雙冠軍，賈西堤說：「奧運會歷史上共產生過37次並列冠軍，我們這是第38次。」兩位市長都不願透露是否願意成為2028年奧運會主辦城市。不過從多方面的跡象來看，巴黎舉辦2024年奧運會的可能性最大，因為這一年正好是他們舉辦1924年奧運會100週周年。不過，法國《費加洛報》周二進行的網路民調顯示，約65%的法國人不希望巴黎主辦奧運。一名反對者表示，「奧運只會帶來財政黑洞和髒亂環境」，還有人提醒「不要忘了雅典的下場」。主辦奧運將讓一個城市成為全球焦點，也會帶來人潮和消費，但未必能創造實質經濟效益，甚至可能負債。1976年蒙特婁奧運造成的債務要長達30年才還清。2004年的雅典奧運開支從預估的46億歐元暴增到130億歐元，不僅負擔沉重，還留下一堆空置場館。財務負擔和經濟效益不一定能如預期，讓許多城市陸續放棄申辦奧運，例如漢堡、羅馬、布達佩斯和波士頓原本都有意申辦2024年奧運，但礙於公眾反對和擔心財政，都相繼退出，只剩巴黎和洛杉磯競爭。（北美中心／綜合外電報導） ,,2017/7/12 4:55,巴黎洛杉磯同得奧運主辦權　9月決定誰先辦,http://www.appledaily.com.tw/realtimenews/article/sports/20170712/1159158/巴黎洛杉磯同得奧運主辦權　9月決定誰先辦,apl201707120455000
（中央社記者曾依璇巴黎11日專電）巴黎與洛杉磯正爭取2024年奧林匹克運動會主辦權。國際奧林匹克委員會今天聽完兩方簡報後，同意2024年和2028年主辦權由兩個城市包辦，但要到9月才確定哪個城市主辦哪屆奧運。位於瑞士洛桑（Lausanne）的國際奧會（IOC）今天上午分別聽取巴黎和洛杉磯申奧團隊的簡報。法國總統馬克宏（Emmanuel Macron）對申辦奧運相當積極，他親自到場替巴黎團隊打氣，並說「在巴黎背後，是整個法國」。國際奧會傍晚宣布，一致同意把2024年和2028年奧運主辦權交給巴黎和洛杉磯。委員會並未決定由哪個城市主辦哪一屆奧運，這要等到9月在秘魯利馬（Lima）召開的大會才能得到最後確定。但這不僅表示奧會未來幾年不再接受其他城市申辦奧運，也意味巴黎將如願主辦奧運，只是不知道會在2024年或2028年。巴黎曾於1900年、1924年主辦奧運，若成功取得2024年主辦權，將是睽違百年後的盛會，巴黎市府團隊和法國政府都躍躍欲試。在此之前，巴黎曾3度申奧失敗，分別在1992、2008、2012年。1060712,,2017/7/12 1:09,巴黎確定主辦奧運  不是2024就是2028,http://www.cna.com.tw/news/firstnews/201707120006-1.aspx,cna201707120109000
位於瑞士洛桑（Lausanne）的國際奧會（IOC）今天上午分別聽取巴黎和洛杉磯申奧團隊的簡報。法國總統馬克宏（Emmanuel Macron）對申辦奧運相當積極，他親自到場替巴黎團隊打氣，並說「在巴黎背後，是整個法國」。國際奧會傍晚宣布，一致同意把2024年和2028年奧運主辦權交給巴黎和洛杉磯。委員會並未決定由哪個城市主辦哪一屆奧運，這要等到9月在秘魯利馬（Lima）召開的大會才能得到最後確定。但這不僅表示奧會未來幾年不再接受其他城市申辦奧運，也意味巴黎將如願主辦奧運，只是不知道會在2024年或2028年。巴黎曾於1900年、1924年主辦奧運，若成功取得2024年主辦權，將是睽違百年後的盛會，巴黎市府團隊和法國政府都躍躍欲試。在此之前，巴黎曾3度申奧失敗，分別在1992、2008、2012年。位於瑞士洛桑（Lausanne）的國際奧會（IOC）今天上午分別聽取巴黎和洛杉磯申奧團隊的簡報。法國總統馬克宏（Emmanuel Macron）對申辦奧運相當積極，他親自到場替巴黎團隊打氣，並說「在巴黎背後，是整個法國」。國際奧會傍晚宣布，一致同意把2024年和2028年奧運主辦權交給巴黎和洛杉磯。委員會並未決定由哪個城市主辦哪一屆奧運，這要等到9月在秘魯利馬（Lima）召開的大會才能得到最後確定。但這不僅表示奧會未來幾年不再接受其他城市申辦奧運，也意味巴黎將如願主辦奧運，只是不知道會在2024年或2028年。巴黎曾於1900年、1924年主辦奧運，若成功取得2024年主辦權，將是睽違百年後的盛會，巴黎市府團隊和法國政府都躍躍欲試。在此之前，巴黎曾3度申奧失敗，分別在1992、2008、2012年。,,2017/7/12 2:30,巴黎確定主辦奧運 不是2024就是2028,https://udn.com/news/story/7005/2578172?from=udn-ch1_breaknews-1-99-news,udn201707120230001
行政院院會11日通過「前瞻基礎建設計畫第一期特別預算案」，文化部發布新聞稿說明，將於前瞻基礎建設計畫106年-110年四年期程中，投入64.7億元預算推動「國家文化記憶庫及促進數位加值應用計畫」、「推動超高畫質電視內容升級前瞻計畫」、「新媒體跨平台內容產製計畫」等三項數位建設，期待在超寬頻時代，以台灣原生文化內容豐富民眾的數位生活。也投入158億元預算推動城鄉建設－「文化生活圈建設計畫」，期待以文化保存及提升在地文化公共服務，建構文化生活圈，透過文化治理帶動城鄉發展。文化部鄭麗君部長表示，文化的前瞻性來自於文化紮根。文化部前瞻基礎建設以「越基礎，越前瞻」為核心理念，從歷史紮根、在地紮根與內容紮根三原則來建構前瞻基礎計畫。文化部長鄭麗君指出，面對超寬頻時代，台灣的數位建設不應只追求「速度」與「技術」，更要有「內容」的思考。民眾除了享有快速而便利的網路外，也應有被保障享有台灣原生文化內容的權利。因此，文化部所提出的三項數位建設計畫，正是以「內容建設」為出發點，期待除了強化臺灣原生文化內容產製來豐富民眾的數位生活外，也支持創意人才更多創作的機會。數位建設總計為64.7億，三項計畫中，「國家文化記憶庫及促進數位加值應用計畫」（22.7億元）將奠基於過去的數位典藏國家型計畫，促進行政機機關、博物館典藏與在地知識內容數位化，並透過授權機制建構，提供文化資料收存取用，以建構臺灣文化DNA來支持創作取材的基礎建設。「推動超高畫質電視內容升級前瞻計畫」（24億元）將從公廣集團與民間業者雙軌，催生面向海內外市場，包含戲劇與紀錄片等各種類型的國家品牌影視作品，打造更多在世界舞台發光發熱的《通靈少女》。「新媒體跨平台內容產製計畫」（18億元）則將鼓勵民間業者善用OTT等新媒體平台，以及AR、VR新科技特性，革新技術、行銷與商業模式，發展臺灣IP，讓故事IP透過多元應用擴大價值，涵蓋範圍並首度納入動漫ACG產業支持計畫。在城鄉建設方面，文化部所提的「文化生活圈建設計畫」四項計畫，將打破過去以文化場館硬體興建為主的模式，主要以文化資產保存修復與活化利用，以及透過充實軟體帶動硬體升級的思維為主，並充分融合既有地方文化特色與歷史重建的工作，既讓歷史記憶紮根，也賦予當代觀點，從文化治理的角度帶動在地城鄉風貌發展。城鄉建設總計為158億。「文化保存」計畫（70億元）係將從傳統的文資修復工作再跨一步，以「再造歷史現場」概念，結合有形文化資產的空間治理與無形文化資產傳承等工作，塑造各地文化生活圈的歷史記憶。「地方館舍升級」計畫（66.66億元）針對縣市既有的文化設施服務，充實軟體營運，並提升硬體設施功能，推動既有館舍活化，提升在地文化公共服務質量。「台灣藝術史重建」計畫（16億元）則是以中央藝文館舍結合「文化保存」計畫，以中央與地方協力方式，透過作品與史料的系統化典藏、主題研究與策展、教育推廣等各面向工作，重新建構台灣藝術史，包含美術史、音樂史、攝影史、建築史等。「地方文化特色活動」計畫（5.34億元）則期待協助富有在地特色的文化節慶，透過居民共同參與，形塑品牌化與國際化發展。城鄉建設計畫採競爭型，並以縣市財力分級設定補助比例，落實區域平衡。地方政府若提出新建計畫，文化部則以文化生活圈之文化平權與在地文化獨特性為原則嚴格把關。鄭麗君強調，文化部此次提列的每項計畫，都經過與各領域專家學者的密集討論，未來在執行時亦會建構民間參與機制，讓計畫能夠與時俱進，適時回應民間的訴求。文化部也有充分信心，此次推動的城鄉與數位建設計畫，每一項都是為了台灣文化長遠發展，充實未來台灣文化軟實力不可或缺的紮根基礎建設。(中時電子報),,2017/7/12 5:46,文化部談前瞻！催生台灣原生文化內容、建構文化生活圈,http://www.chinatimes.com/realtimenews/20170712001010-260405,cnt201707120546000
"葉門霍亂疫情日益嚴重，感染病例已超過30萬，每天新增病例達7,000例，其中約半數為兒童。 國際紅十字委員會10日公佈的資料顯示，從去年10月葉門霍亂疫情爆發至今，該國已有超過30萬人感染，在過去10周的時間裡，霍亂奪走逾1,600條人命。上月24日，世衛組織宣佈葉門爆發全球最嚴重的霍亂疫情，從那時起，葉門霍亂感染病例在不到一個月的時間內猛增10萬例。霍亂是由霍亂弧菌引起的急性腸道傳染病，患者常出現嘔吐、腹瀉、脫水和高燒等症狀，重症和延誤治療可致死亡。持續不斷的內戰是導致葉門出現嚴重霍亂疫情的主要原因。自2015年3月以來，沙烏地阿拉伯支持的現政府與伊朗支持的反叛組織「青年運動」（Houthi）之間衝突不斷，已導致逾一萬人死亡、數百萬人流離失所。 此外，衝突嚴重破壞葉門的基礎設施，國內半數以上的醫療衛生機構被迫關閉、1450萬人無法獲得乾淨水源。雖然聯合國兒童基金會等組織正為葉門提供醫療幫助，但如何分配這些救援卻成了問題，且運送救助物資也因道路封鎖等問題無法順利送達，據聯合國表示，目前沙國、科威特、德國、美國和英國等國家捐贈的11億美元救援物資仍無法被分發到葉門各個地方。（國際中心／綜合外電報導）推薦報導：【警告片】地球大滅絕隨時出現　罪魁禍首是人類 ",,2017/7/12 5:34,日新增7千例　葉門霍亂病例逾30萬,http://www.appledaily.com.tw/realtimenews/article/international/20170712/1159166/日新增7千例　葉門霍亂病例逾30萬,apl201707120534000
